2024-02-05 13:25:38.596298: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libnvinfer.so.6'; dlerror: libnvinfer.so.6: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:38.596395: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libnvinfer_plugin.so.6'; dlerror: libnvinfer_plugin.so.6: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:38.596403: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:30] Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
2024-02-05 13:25:41.169140: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcuda.so.1
2024-02-05 13:25:41.217861: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1555] Found device 0 with properties: 
pciBusID: 0000:17:00.0 name: NVIDIA A100 80GB PCIe MIG 1g.10gb computeCapability: 8.0
coreClock: 1.41GHz coreCount: 14 deviceMemorySize: 9.50GiB deviceMemoryBandwidth: 225.30GiB/s
2024-02-05 13:25:41.218022: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudart.so.10.1'; dlerror: libcudart.so.10.1: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:41.220000: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcublas.so.10
2024-02-05 13:25:41.220849: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcufft.so.10
2024-02-05 13:25:41.221083: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcurand.so.10
2024-02-05 13:25:41.222704: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcusolver.so.10
2024-02-05 13:25:41.223496: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcusparse.so.10
2024-02-05 13:25:41.223597: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudnn.so.7'; dlerror: libcudnn.so.7: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /usr/local/cudnn/cuda-11.3/8.2.0/lib64:/usr/local/cuda-11.1/lib64
2024-02-05 13:25:41.223604: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1592] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2024-02-05 13:25:41.236927: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 AVX512F FMA
2024-02-05 13:25:41.253508: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2800000000 Hz
2024-02-05 13:25:41.253639: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x55bb4c6cdd50 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2024-02-05 13:25:41.253646: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
2024-02-05 13:25:41.309871: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x55bb4c1c82e0 initialized for platform CUDA (this does not guarantee that XLA will be used). Devices:
2024-02-05 13:25:41.309895: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): NVIDIA A100 80GB PCIe MIG 1g.10gb, Compute Capability 8.0
2024-02-05 13:25:41.309989: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1096] Device interconnect StreamExecutor with strength 1 edge matrix:
2024-02-05 13:25:41.309999: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1102]      
=======> train step: 960000, lr: 0.000010, total_loss: 18.59,                  box_loss: 2.67, conf_loss: 15.38, category_loss: 0.55
=======> train step: 965265, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.21, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965266, lr: 0.000010, total_loss: 0.06,                  box_loss: 0.04, conf_loss: 0.00, category_loss: 0.02
=======> train step: 965267, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.21, conf_loss: 0.01, category_loss: 0.03
=======> train step: 965268, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.02
=======> train step: 965269, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965270, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965271, lr: 0.000010, total_loss: 0.51,                  box_loss: 0.46, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965272, lr: 0.000010, total_loss: 0.32,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965273, lr: 0.000010, total_loss: 0.46,                  box_loss: 0.42, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965274, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965275, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.25, conf_loss: 0.01, category_loss: 0.04
=======> train step: 965276, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965277, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965278, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.05, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965279, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965280, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965281, lr: 0.000010, total_loss: 0.24,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965282, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965283, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965284, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965285, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965286, lr: 0.000010, total_loss: 0.31,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965287, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965288, lr: 0.000010, total_loss: 0.40,                  box_loss: 0.34, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965289, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.13, conf_loss: 0.01, category_loss: 0.03
=======> train step: 965290, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965291, lr: 0.000010, total_loss: 0.24,                  box_loss: 0.21, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965292, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965293, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965294, lr: 0.000010, total_loss: 0.35,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965295, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.01, category_loss: 0.03
=======> train step: 965296, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965297, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.02
=======> train step: 965298, lr: 0.000010, total_loss: 0.35,                  box_loss: 0.32, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965299, lr: 0.000010, total_loss: 0.44,                  box_loss: 0.39, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965300, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965301, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965302, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965303, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965304, lr: 0.000010, total_loss: 0.37,                  box_loss: 0.33, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965305, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.24, conf_loss: 0.01, category_loss: 0.04
=======> train step: 965306, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965307, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965308, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965309, lr: 0.000010, total_loss: 0.33,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965310, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965311, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965312, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965313, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965314, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965315, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965316, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965317, lr: 0.000010, total_loss: 0.32,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965318, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965319, lr: 0.000010, total_loss: 0.32,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965320, lr: 0.000010, total_loss: 0.32,                  box_loss: 0.28, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965321, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965322, lr: 0.000010, total_loss: 0.32,                  box_loss: 0.29, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965323, lr: 0.000010, total_loss: 0.51,                  box_loss: 0.46, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965324, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965325, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965326, lr: 0.000010, total_loss: 0.31,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965327, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965328, lr: 0.000010, total_loss: 0.24,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965329, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965330, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965331, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.24, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965332, lr: 0.000010, total_loss: 0.46,                  box_loss: 0.42, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965333, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965334, lr: 0.000010, total_loss: 0.09,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965335, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.27, conf_loss: 0.01, category_loss: 0.03
=======> train step: 965336, lr: 0.000010, total_loss: 0.37,                  box_loss: 0.32, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965337, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965338, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965339, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965340, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.21, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965341, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965342, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965343, lr: 0.000010, total_loss: 0.39,                  box_loss: 0.34, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965344, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965345, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965346, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965347, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965348, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.32, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965349, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965350, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965351, lr: 0.000010, total_loss: 0.38,                  box_loss: 0.34, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965352, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.19, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965353, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965354, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965355, lr: 0.000010, total_loss: 0.52,                  box_loss: 0.47, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965356, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965357, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965358, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965359, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.19, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965360, lr: 0.000010, total_loss: 0.08,                  box_loss: 0.05, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965361, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965362, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.21, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965363, lr: 0.000010, total_loss: 0.31,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965364, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.30, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965365, lr: 0.000010, total_loss: 0.38,                  box_loss: 0.34, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965366, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965367, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965368, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965369, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965370, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965371, lr: 0.000010, total_loss: 0.43,                  box_loss: 0.40, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965372, lr: 0.000010, total_loss: 0.35,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965373, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965374, lr: 0.000010, total_loss: 0.31,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965375, lr: 0.000010, total_loss: 0.09,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965376, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965377, lr: 0.000010, total_loss: 0.47,                  box_loss: 0.43, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965378, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965379, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965380, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965381, lr: 0.000010, total_loss: 0.41,                  box_loss: 0.37, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965382, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965383, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965384, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965385, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965386, lr: 0.000010, total_loss: 0.38,                  box_loss: 0.34, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965387, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965388, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965389, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965390, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965391, lr: 0.000010, total_loss: 0.17,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965392, lr: 0.000010, total_loss: 0.07,                  box_loss: 0.04, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965393, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965394, lr: 0.000010, total_loss: 0.24,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965395, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965396, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965397, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965398, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965399, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.19, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965400, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.31, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965401, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.09, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965402, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965403, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965404, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965405, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.24, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965406, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965407, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965408, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.12, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965409, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.32, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965410, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.13, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965411, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965412, lr: 0.000010, total_loss: 0.24,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965413, lr: 0.000010, total_loss: 0.52,                  box_loss: 0.47, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965414, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965415, lr: 0.000010, total_loss: 0.57,                  box_loss: 0.52, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965416, lr: 0.000010, total_loss: 0.20,                  box_loss: 0.16, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965417, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965418, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965419, lr: 0.000010, total_loss: 0.18,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965420, lr: 0.000010, total_loss: 0.33,                  box_loss: 0.28, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965421, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965422, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965423, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965424, lr: 0.000010, total_loss: 0.10,                  box_loss: 0.07, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965425, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.01, category_loss: 0.03
=======> train step: 965426, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.02
=======> train step: 965427, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965428, lr: 0.000010, total_loss: 0.29,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965429, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965430, lr: 0.000010, total_loss: 0.15,                  box_loss: 0.11, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965431, lr: 0.000010, total_loss: 0.53,                  box_loss: 0.48, conf_loss: 0.00, category_loss: 0.05
=======> train step: 965432, lr: 0.000010, total_loss: 0.34,                  box_loss: 0.30, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965433, lr: 0.000010, total_loss: 0.28,                  box_loss: 0.25, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965434, lr: 0.000010, total_loss: 0.19,                  box_loss: 0.15, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965435, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965436, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965437, lr: 0.000010, total_loss: 0.26,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965438, lr: 0.000010, total_loss: 0.31,                  box_loss: 0.26, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965439, lr: 0.000010, total_loss: 0.23,                  box_loss: 0.20, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965440, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965441, lr: 0.000010, total_loss: 0.25,                  box_loss: 0.22, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965442, lr: 0.000010, total_loss: 0.12,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965443, lr: 0.000010, total_loss: 0.27,                  box_loss: 0.23, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965444, lr: 0.000010, total_loss: 0.38,                  box_loss: 0.33, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965445, lr: 0.000010, total_loss: 0.09,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965446, lr: 0.000010, total_loss: 0.16,                  box_loss: 0.14, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965447, lr: 0.000010, total_loss: 0.11,                  box_loss: 0.08, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965448, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.18, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965449, lr: 0.000010, total_loss: 0.36,                  box_loss: 0.32, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965450, lr: 0.000010, total_loss: 0.09,                  box_loss: 0.06, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965451, lr: 0.000010, total_loss: 0.14,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965452, lr: 0.000010, total_loss: 0.30,                  box_loss: 0.27, conf_loss: 0.00, category_loss: 0.03
=======> train step: 965453, lr: 0.000010, total_loss: 0.22,                  box_loss: 0.19, conf_loss: 0.00, category_loss: 0.02
=======> train step: 965454, lr: 0.000010, total_loss: 0.21,                  box_loss: 0.17, conf_loss: 0.00, category_loss: 0.04
=======> train step: 965455, lr: 0.000010, total_loss: 0.13,                  box_loss: 0.10, conf_loss: 0.00, category_loss: 0.03
